payroll_id,employee_id,pay_period,pay_date,basic_salary_sar,housing_allowance_sar,transport_allowance_sar,other_allowances_sar,overtime_hours,overtime_pay_sar,gross_pay_sar,gosi_employee_sar,gosi_employer_sar,absence_deduction_sar,loan_deduction_sar,other_deductions_sar,total_deductions_sar,net_pay_sar,payment_method,currency
PAY-001026,EMP-0247,2025-03,27-03-2025,3850,963,385,0,0,0,5198,0,96.26,0,0,590,590,4608,Bank Transfer,SAR
PAY-001027,EMP-0248,2025-03,27-03-2025,8500,2125,850,1450,23,1221.88,14146.88,1035.94,1248.44,0,0,0,1035.94,13110.94,Bank Transfer,SAR
PAY-001028,EMP-0249,2025-03,27-03-2025,8600,2150,860,1000,22.5,1209.38,13819.38,0,215,0,1800,0,1800,12019.38,Bank Transfer,SAR
PAY-001029,EMP-0250,2025-03,27-03-2025,3950,988,395,0,0,0,5333,0,98.76,0,0,0,0,5333,Bank Transfer,SAR
PAY-001030,EMP-0252,2025-03,27-03-2025,7200,1800,720,0,0,0,9720,877.5,1057.5,0,0,0,877.5,8842.5,Bank Transfer,SAR
PAY-001031,EMP-0254,2025-03,27-03-2025,3200,800,320,0,0,0,4320,390,470,0,0,0,390,3930,Bank Transfer,SAR
PAY-001032,EMP-0256,2025-03,27-03-2025,3400,850,340,1550,0,0,6140,0,85,0,2250,0,2250,3890,WPS Transfer,SAR
PAY-001033,EMP-0257,2025-03,27-03-2025,9150,2288,915,450,0,0,12803,0,228.76,0,0,0,0,12803,Bank Transfer,SAR
PAY-001034,EMP-0258,2025-03,27-03-2025,4400,1100,440,700,0,0,6640,0,110,198,0,0,198,6442,Bank Transfer,SAR
PAY-001035,EMP-0260,2025-03,27-03-2025,10550,2638,1055,1900,0,0,16143,0,263.76,0,0,0,0,16143,WPS Transfer,SAR
PAY-001036,EMP-0261,2025-03,27-03-2025,7450,1863,745,0,0,0,10058,0,186.26,0,0,0,0,10058,Bank Transfer,SAR
PAY-001037,EMP-0262,2025-03,27-03-2025,4450,1113,445,0,0,0,6008,542.39,653.65,0,0,0,542.39,5465.61,Bank Transfer,SAR
PAY-001038,EMP-0263,2025-03,27-03-2025,11700,2925,1170,0,8.5,621.56,16416.56,1425.94,1718.44,1053,0,0,2478.94,13937.62,Bank Transfer,SAR
PAY-001039,EMP-0264,2025-03,27-03-2025,4500,1125,450,0,0,0,6075,548.44,660.94,202.5,0,0,750.94,5324.06,Bank Transfer,SAR
PAY-001040,EMP-0265,2025-03,27-03-2025,8850,2213,885,0,0,0,11948,0,221.26,0,0,0,0,11948,Bank Transfer,SAR
PAY-001041,EMP-0266,2025-03,27-03-2025,8900,2225,890,0,15,834.38,12849.38,1084.69,1307.19,0,0,0,1084.69,11764.69,Bank Transfer,SAR
PAY-001042,EMP-0267,2025-03,27-03-2025,9150,2288,915,0,6,343.13,12696.13,0,228.76,0,1050,0,1050,11646.13,Bank Transfer,SAR
PAY-001043,EMP-0268,2025-03,27-03-2025,4300,1075,430,2450,0,0,8255,0,107.5,0,0,0,0,8255,Bank Transfer,SAR
PAY-001044,EMP-0269,2025-03,27-03-2025,4450,1113,445,0,0,0,6008,0,111.26,200.27,0,0,200.27,5807.73,Bank Transfer,SAR
PAY-001045,EMP-0272,2025-03,27-03-2025,4200,1050,420,0,14.5,380.63,6050.63,0,105,0,0,130,130,5920.63,Bank Transfer,SAR
PAY-001046,EMP-0273,2025-03,27-03-2025,4750,1188,475,0,15.5,460.16,6873.16,578.96,697.71,0,0,0,578.96,6294.2,Bank Transfer,SAR
PAY-001047,EMP-0274,2025-03,27-03-2025,10550,2638,1055,0,0,0,14243,0,263.76,0,1450,0,1450,12793,Bank Transfer,SAR
PAY-001048,EMP-0275,2025-03,27-03-2025,13900,3475,1200,0,7,608.13,19183.13,1694.06,2041.56,0,0,0,1694.06,17489.07,Bank Transfer,SAR
PAY-001049,EMP-0277,2025-03,27-03-2025,8700,2175,870,0,0,0,11745,1060.31,1277.81,0,0,0,1060.31,10684.69,Bank Transfer,SAR
PAY-001050,EMP-0278,2025-03,27-03-2025,10350,2588,1035,0,0,0,13973,1261.46,1520.22,0,0,0,1261.46,12711.54,Bank Transfer,SAR
PAY-001051,EMP-0279,2025-03,27-03-2025,10300,2575,1030,300,0,0,14205,1255.31,1512.81,0,0,0,1255.31,12949.69,Cheque,SAR
PAY-001052,EMP-0280,2025-03,27-03-2025,4350,1088,435,1300,0,0,7173,0,108.76,195.77,0,0,195.77,6977.23,Bank Transfer,SAR
PAY-001053,EMP-0281,2025-03,27-03-2025,4350,1088,435,0,0,0,5873,0,108.76,0,0,0,0,5873,Bank Transfer,SAR
PAY-001054,EMP-0282,2025-03,27-03-2025,8750,2188,875,0,2.5,136.72,11949.72,1066.46,1285.21,0,450,0,1516.46,10433.26,Bank Transfer,SAR
PAY-001055,EMP-0283,2025-03,27-03-2025,3650,913,365,0,0,0,4928,0,91.26,0,0,0,0,4928,Bank Transfer,SAR
PAY-001056,EMP-0286,2025-03,27-03-2025,3900,975,390,0,16.5,402.19,5667.19,0,97.5,0,0,0,0,5667.19,Bank Transfer,SAR
PAY-001057,EMP-0287,2025-03,27-03-2025,8850,2213,885,0,0,0,11948,0,221.26,0,0,0,0,11948,Bank Transfer,SAR
PAY-001058,EMP-0288,2025-03,27-03-2025,4350,1088,435,2500,0,0,8373,530.21,638.96,0,0,0,530.21,7842.79,Bank Transfer,SAR
PAY-001059,EMP-0289,2025-03,27-03-2025,4650,1163,465,0,0,0,6278,566.77,683.03,0,0,0,566.77,5711.23,Bank Transfer,SAR
PAY-001060,EMP-0290,2025-03,27-03-2025,3950,988,395,0,0,0,5333,481.46,580.21,0,0,0,481.46,4851.54,Bank Transfer,SAR
PAY-001061,EMP-0291,2025-03,27-03-2025,3950,988,395,0,0,0,5333,0,98.76,355.53,0,0,355.53,4977.47,Bank Transfer,SAR
PAY-001062,EMP-0292,2025-03,27-03-2025,4750,1188,475,0,18.5,549.22,6962.22,578.96,697.71,0,0,0,578.96,6383.26,Bank Transfer,SAR
PAY-001063,EMP-0293,2025-03,27-03-2025,8500,2125,850,1750,21,1115.63,14340.63,1035.94,1248.44,0,0,0,1035.94,13304.69,Bank Transfer,SAR
PAY-001064,EMP-0294,2025-03,27-03-2025,4400,1100,440,0,6,165,6105,536.25,646.25,0,0,0,536.25,5568.75,Bank Transfer,SAR
PAY-001065,EMP-0295,2025-03,27-03-2025,11000,2750,1100,0,0,0,14850,0,275,0,0,0,0,14850,Bank Transfer,SAR
PAY-001066,EMP-0296,2025-03,27-03-2025,15050,3763,1200,0,21,1975.31,21988.31,1834.27,2210.53,0,0,0,1834.27,20154.04,Bank Transfer,SAR
PAY-001067,EMP-0297,2025-03,27-03-2025,4400,1100,440,0,0,0,5940,536.25,646.25,0,1550,0,2086.25,3853.75,Bank Transfer,SAR
PAY-001068,EMP-0300,2025-03,27-03-2025,12700,3175,1200,0,6,476.25,17551.25,0,317.5,0,0,0,0,17551.25,Bank Transfer,SAR
PAY-001069,EMP-0303,2025-03,27-03-2025,9200,2300,920,0,0,0,12420,0,230,0,0,0,0,12420,Bank Transfer,SAR
PAY-001070,EMP-0304,2025-03,27-03-2025,11500,2875,1150,0,2,143.75,15668.75,0,287.5,0,0,0,0,15668.75,Bank Transfer,SAR
PAY-001071,EMP-0305,2025-03,27-03-2025,3850,963,385,0,2.5,60.16,5258.16,469.27,565.53,0,0,0,469.27,4788.89,Bank Transfer,SAR
PAY-001072,EMP-0306,2025-03,27-03-2025,4800,1200,480,0,2.5,75,6555,0,120,216,0,0,216,6339,Bank Transfer,SAR
PAY-001073,EMP-0307,2025-03,27-03-2025,9450,2363,945,0,0,0,12758,0,236.26,850.53,0,0,850.53,11907.47,Bank Transfer,SAR
PAY-001074,EMP-0308,2025-03,27-03-2025,10900,2725,1090,750,0,0,15465,0,272.5,0,0,0,0,15465,Bank Transfer,SAR
PAY-001075,EMP-0309,2025-03,27-03-2025,3800,950,380,0,0,0,5130,0,95,0,0,0,0,5130,Bank Transfer,SAR
PAY-001076,EMP-0310,2025-03,27-03-2025,10450,2613,1045,0,20,1306.25,15414.25,0,261.26,0,0,0,0,15414.25,Bank Transfer,SAR
PAY-001077,EMP-0311,2025-03,27-03-2025,15900,3975,1200,250,5.5,546.56,21871.56,0,397.5,0,2200,110,2310,19561.56,Bank Transfer,SAR
PAY-001078,EMP-0312,2025-03,27-03-2025,14350,3588,1200,1050,18,1614.38,21802.38,0,358.76,0,0,0,0,21802.38,Bank Transfer,SAR
PAY-001079,EMP-0313,2025-03,27-03-2025,11900,2975,1190,0,7.5,557.81,16622.81,0,297.5,0,0,0,0,16622.81,Bank Transfer,SAR
PAY-001080,EMP-0314,2025-03,27-03-2025,3650,913,365,0,0,0,4928,444.89,536.15,0,0,0,444.89,4483.11,Bank Transfer,SAR
PAY-001081,EMP-0315,2025-03,27-03-2025,11600,2900,1160,0,6,435,16095,1413.75,1703.75,0,0,260,1673.75,14421.25,Bank Transfer,SAR
PAY-001082,EMP-0316,2025-03,27-03-2025,15200,3800,1200,0,0,0,20200,0,380,0,0,0,0,20200,Bank Transfer,SAR
PAY-001083,EMP-0318,2025-03,27-03-2025,4100,1025,410,0,22.5,576.56,6111.56,499.69,602.19,369,0,0,868.69,5242.87,Bank Transfer,SAR
PAY-001084,EMP-0320,2025-03,27-03-2025,8750,2188,875,0,7,382.81,12195.81,0,218.76,0,0,0,0,12195.81,Bank Transfer,SAR
PAY-001085,EMP-0321,2025-03,27-03-2025,21300,5325,1200,0,0,0,27825,2595.94,3128.44,0,0,0,2595.94,25229.06,Bank Transfer,SAR
PAY-001086,EMP-0322,2025-03,27-03-2025,8700,2175,870,0,0,0,11745,1060.31,1277.81,783,0,0,1843.31,9901.69,Bank Transfer,SAR
PAY-001087,EMP-0324,2025-03,27-03-2025,6100,1525,610,0,0,0,8235,0,152.5,0,0,0,0,8235,Bank Transfer,SAR
PAY-001088,EMP-0325,2025-03,27-03-2025,11300,2825,1130,0,12.5,882.81,16137.81,0,282.5,0,0,0,0,16137.81,Bank Transfer,SAR
PAY-001089,EMP-0326,2025-03,27-03-2025,5000,1250,500,0,0,0,6750,0,125,0,0,0,0,6750,Bank Transfer,SAR
PAY-001090,EMP-0327,2025-03,27-03-2025,9400,2350,940,0,9,528.75,13218.75,0,235,0,0,140,140,13078.75,Bank Transfer,SAR
PAY-001091,EMP-0328,2025-03,27-03-2025,10850,2713,1085,0,0,0,14648,1322.39,1593.65,0,0,0,1322.39,13325.61,Bank Transfer,SAR
PAY-001092,EMP-0329,2025-03,27-03-2025,10700,2675,1070,0,0,0,14445,0,267.5,0,0,0,0,14445,Bank Transfer,SAR
PAY-001093,EMP-0331,2025-03,27-03-2025,11600,2900,1160,0,3.5,253.75,15913.75,0,290,0,0,0,0,15913.75,Bank Transfer,SAR
PAY-001094,EMP-0332,2025-03,27-03-2025,5350,1338,535,0,0,0,7223,652.08,785.84,0,0,0,652.08,6570.92,Bank Transfer,SAR
PAY-001095,EMP-0333,2025-03,27-03-2025,4700,1175,470,0,0,0,6345,0,117.5,211.5,0,0,211.5,6133.5,Bank Transfer,SAR
PAY-001096,EMP-0334,2025-03,27-03-2025,15550,3888,1200,0,14,1360.63,21998.63,0,388.76,0,0,0,0,21998.63,Bank Transfer,SAR
PAY-001097,EMP-0335,2025-03,27-03-2025,12650,3163,1200,1900,20.5,1620.78,20533.78,0,316.26,0,0,0,0,20533.78,Bank Transfer,SAR
PAY-001098,EMP-0336,2025-03,27-03-2025,5000,1250,500,0,0,0,6750,0,125,0,0,0,0,6750,Bank Transfer,SAR
PAY-001099,EMP-0337,2025-03,27-03-2025,8750,2188,875,1700,5,273.44,13786.44,1066.46,1285.21,0,0,510,1576.46,12209.98,Bank Transfer,SAR
PAY-001100,EMP-0338,2025-03,27-03-2025,11550,2888,1155,0,6,433.13,16026.13,0,288.76,0,0,0,0,16026.13,Bank Transfer,SAR
PAY-001101,EMP-0339,2025-03,27-03-2025,12400,3100,1200,1050,13,1007.5,18757.5,1511.25,1821.25,0,0,0,1511.25,17246.25,Bank Transfer,SAR
PAY-001102,EMP-0340,2025-03,27-03-2025,11200,2800,1120,800,0,0,15920,0,280,0,0,0,0,15920,Bank Transfer,SAR
PAY-001103,EMP-0341,2025-03,27-03-2025,4900,1225,490,0,0,0,6615,0,122.5,0,1000,0,1000,5615,Bank Transfer,SAR
PAY-001104,EMP-0342,2025-03,27-03-2025,8500,2125,850,550,0,0,12025,1035.94,1248.44,0,0,0,1035.94,10989.06,Bank Transfer,SAR
PAY-001105,EMP-0343,2025-03,27-03-2025,5300,1325,530,2050,0,0,9205,0,132.5,0,0,0,0,9205,Bank Transfer,SAR
PAY-001106,EMP-0344,2025-03,27-03-2025,11000,2750,1100,0,0,0,14850,0,275,0,850,0,850,14000,Bank Transfer,SAR
PAY-001107,EMP-0345,2025-03,27-03-2025,5100,1275,510,0,0,0,6885,0,127.5,0,0,0,0,6885,Bank Transfer,SAR
PAY-001108,EMP-0347,2025-03,27-03-2025,5550,1388,555,0,26,901.88,8394.88,0,138.76,0,0,0,0,8394.88,Bank Transfer,SAR
PAY-001109,EMP-0349,2025-03,27-03-2025,10850,2713,1085,0,10.5,712.03,15360.03,0,271.26,0,0,0,0,15360.03,Bank Transfer,SAR
PAY-001110,EMP-0350,2025-03,27-03-2025,13050,3263,1200,1800,0,0,19313,1590.52,1916.78,1167.53,0,0,2758.05,16554.95,Bank Transfer,SAR
PAY-001111,EMP-0351,2025-03,27-03-2025,14350,3588,1200,0,0,0,19138,1748.96,2107.71,2551.73,0,0,4300.69,14837.31,Bank Transfer,SAR
PAY-001112,EMP-0352,2025-03,27-03-2025,10200,2550,1020,2200,0,0,15970,0,255,0,0,0,0,15970,Bank Transfer,SAR
PAY-001113,EMP-0353,2025-03,27-03-2025,10650,2663,1065,0,0,0,14378,1298.02,1564.28,0,0,0,1298.02,13079.98,WPS Transfer,SAR
PAY-001114,EMP-0354,2025-03,27-03-2025,12400,3100,1200,0,18,1395,18095,1511.25,1821.25,556.67,0,0,2067.92,16027.08,Bank Transfer,SAR
PAY-001115,EMP-0355,2025-03,27-03-2025,4700,1175,470,0,0,0,6345,0,117.5,0,0,60,60,6285,Bank Transfer,SAR
PAY-001116,EMP-0356,2025-03,27-03-2025,5700,1425,570,1200,0,0,8895,694.69,837.19,769.5,0,0,1464.19,7430.81,Bank Transfer,SAR
PAY-001117,EMP-0357,2025-03,27-03-2025,12700,3175,1200,0,0,0,17075,0,317.5,0,0,0,0,17075,Bank Transfer,SAR
PAY-001118,EMP-0359,2025-03,27-03-2025,4550,1138,455,1400,0,0,7543,554.58,668.34,0,0,0,554.58,6988.42,Bank Transfer,SAR
PAY-001119,EMP-0360,2025-03,27-03-2025,15300,3825,1200,0,0,0,20325,0,382.5,0,0,0,0,20325,Bank Transfer,SAR
PAY-001120,EMP-0361,2025-03,27-03-2025,28350,7088,1200,2150,0,0,38788,0,708.76,0,1950,0,1950,36838,Bank Transfer,SAR
PAY-001121,EMP-0362,2025-03,27-03-2025,7050,1763,705,0,20.5,903.28,10421.28,859.27,1035.53,0,1700,0,2559.27,7862.01,Bank Transfer,SAR
PAY-001122,EMP-0363,2025-03,27-03-2025,6900,1725,690,500,14.5,625.31,10440.31,840.94,1013.44,0,0,0,840.94,9599.37,Bank Transfer,SAR
PAY-001123,EMP-0364,2025-03,27-03-2025,6050,1513,605,0,0,0,8168,737.39,888.65,1089.07,0,0,1826.46,6341.54,Bank Transfer,SAR
PAY-001124,EMP-0366,2025-03,27-03-2025,12100,3025,1200,0,19,1436.88,17761.88,1474.69,1777.19,0,0,0,1474.69,16287.19,Bank Transfer,SAR
PAY-001125,EMP-0368,2025-03,27-03-2025,26850,6713,1200,0,0,0,34763,0,671.26,0,0,0,0,34763,WPS Transfer,SAR
PAY-001126,EMP-0369,2025-03,27-03-2025,7050,1763,705,0,14,616.88,10134.88,859.27,1035.53,0,0,0,859.27,9275.61,Bank Transfer,SAR
PAY-001127,EMP-0370,2025-03,27-03-2025,7150,1788,715,0,10.5,469.22,10122.22,871.46,1050.21,321.77,0,0,1193.23,8928.99,Bank Transfer,SAR
PAY-001128,EMP-0372,2025-03,27-03-2025,7450,1863,745,0,9,419.06,10477.06,0,186.26,0,0,0,0,10477.06,Bank Transfer,SAR
PAY-001129,EMP-0373,2025-03,27-03-2025,26000,6500,1200,0,0,0,33700,3168.75,3818.75,1123.33,2000,0,6292.08,27407.92,Bank Transfer,SAR
PAY-001130,EMP-0374,2025-03,27-03-2025,8650,2163,865,0,0,0,11678,0,216.26,0,0,0,0,11678,Bank Transfer,SAR
PAY-001131,EMP-0375,2025-03,27-03-2025,9600,2400,960,750,5,300,14010,0,240,432,0,0,432,13578,Bank Transfer,SAR
PAY-001132,EMP-0376,2025-03,27-03-2025,26700,6675,1200,350,0,0,34925,0,667.5,2305,0,0,2305,32620,Bank Transfer,SAR
PAY-001133,EMP-0377,2025-03,27-03-2025,15650,3913,1200,0,21,2054.06,22817.06,0,391.26,0,0,0,0,22817.06,Bank Transfer,SAR
PAY-001134,EMP-0378,2025-03,27-03-2025,12300,3075,1200,2350,0,0,18925,0,307.5,1105,0,0,1105,17820,Bank Transfer,SAR
PAY-001135,EMP-0379,2025-03,27-03-2025,16750,4188,1200,0,10.5,1099.22,23237.22,2041.46,2460.21,0,0,190,2231.46,21005.76,Bank Transfer,SAR
PAY-001136,EMP-0381,2025-03,27-03-2025,8300,2075,830,0,21,1089.38,12294.38,1011.56,1219.06,0,0,0,1011.56,11282.82,Bank Transfer,SAR
PAY-001137,EMP-0382,2025-03,27-03-2025,12900,3225,1200,0,0,0,17325,1572.19,1894.69,0,450,0,2022.19,15302.81,Bank Transfer,SAR
PAY-001138,EMP-0383,2025-03,27-03-2025,8250,2063,825,0,22.5,1160.16,12298.16,1005.52,1211.78,0,0,170,1175.52,11122.64,Bank Transfer,SAR
PAY-001139,EMP-0384,2025-03,27-03-2025,13550,3388,1200,0,0,0,18138,0,338.76,0,0,0,0,18138,Bank Transfer,SAR
PAY-001140,EMP-0385,2025-03,27-03-2025,6650,1663,665,0,0,0,8978,810.52,976.78,299.27,0,0,1109.79,7868.21,Bank Transfer,SAR
PAY-001141,EMP-0387,2025-03,27-03-2025,7700,1925,770,0,0,0,10395,938.44,1130.94,0,2150,0,3088.44,7306.56,Bank Transfer,SAR
PAY-001142,EMP-0388,2025-03,27-03-2025,8300,2075,830,0,0,0,11205,1011.56,1219.06,0,0,0,1011.56,10193.44,Bank Transfer,SAR
PAY-001143,EMP-0389,2025-03,27-03-2025,8650,2163,865,1200,0,0,12878,0,216.26,0,0,190,190,12688,Bank Transfer,SAR
PAY-001144,EMP-0390,2025-03,27-03-2025,6250,1563,625,0,0,0,8438,0,156.26,0,0,0,0,8438,Bank Transfer,SAR
PAY-001145,EMP-0391,2025-03,27-03-2025,11600,2900,1160,0,0,0,15660,1413.75,1703.75,0,0,0,1413.75,14246.25,Bank Transfer,SAR
PAY-001146,EMP-0393,2025-03,27-03-2025,8700,2175,870,0,2.5,135.94,11880.94,0,217.5,0,0,0,0,11880.94,Bank Transfer,SAR
PAY-001147,EMP-0394,2025-03,27-03-2025,11350,2838,1135,0,0,0,15323,0,283.76,0,0,0,0,15323,Bank Transfer,SAR
PAY-001148,EMP-0395,2025-03,27-03-2025,26050,6513,1200,0,0,0,33763,0,651.26,0,0,0,0,33763,Bank Transfer,SAR
PAY-001149,EMP-0398,2025-03,27-03-2025,12000,3000,1200,0,20.5,1537.5,17737.5,1462.5,1762.5,0,0,0,1462.5,16275,Cheque,SAR
PAY-001150,EMP-0399,2025-03,27-03-2025,5350,1338,535,0,0,0,7223,0,133.76,0,0,0,0,7223,Bank Transfer,SAR
PAY-001151,EMP-0400,2025-03,27-03-2025,5050,1263,505,0,0,0,6818,0,126.26,0,0,0,0,6818,Bank Transfer,SAR
PAY-001152,EMP-0402,2025-03,27-03-2025,13000,3250,1200,0,5,406.25,17856.25,0,325,0,0,0,0,17856.25,Bank Transfer,SAR
PAY-001153,EMP-0403,2025-03,27-03-2025,8750,2188,875,250,0,0,12063,1066.46,1285.21,0,0,0,1066.46,10996.54,Bank Transfer,SAR
PAY-001154,EMP-0405,2025-03,27-03-2025,10950,2738,1095,1150,0,0,15933,0,273.76,0,950,0,950,14983,WPS Transfer,SAR
PAY-001155,EMP-0406,2025-03,27-03-2025,12400,3100,1200,0,0,0,16700,1511.25,1821.25,556.67,0,0,2067.92,14632.08,Bank Transfer,SAR
PAY-001156,EMP-0407,2025-03,27-03-2025,6150,1538,615,0,25,960.94,9263.94,0,153.76,0,0,0,0,9263.94,Bank Transfer,SAR
PAY-001157,EMP-0409,2025-03,27-03-2025,5450,1363,545,950,2,68.13,8376.13,664.27,800.53,0,0,0,664.27,7711.86,Bank Transfer,SAR
PAY-001158,EMP-0410,2025-03,27-03-2025,6300,1575,630,0,22.5,885.94,9390.94,767.81,925.31,0,0,0,767.81,8623.13,Bank Transfer,SAR
PAY-001159,EMP-0411,2025-03,27-03-2025,9350,2338,935,0,13.5,788.91,13411.91,1139.58,1373.34,420.77,0,0,1560.35,11851.56,Bank Transfer,SAR
PAY-001160,EMP-0412,2025-03,27-03-2025,6400,1600,640,1600,19,760,11000,0,160,0,2450,0,2450,8550,Bank Transfer,SAR
PAY-001161,EMP-0413,2025-03,27-03-2025,11500,2875,1150,0,20,1437.5,16962.5,1401.56,1689.06,0,0,0,1401.56,15560.94,Bank Transfer,SAR
PAY-001162,EMP-0414,2025-03,27-03-2025,6300,1575,630,0,16.5,649.69,9154.69,0,157.5,0,0,0,0,9154.69,Bank Transfer,SAR
PAY-001163,EMP-0415,2025-03,27-03-2025,5800,1450,580,0,0,0,7830,706.88,851.88,0,350,0,1056.88,6773.12,Bank Transfer,SAR
PAY-001164,EMP-0416,2025-03,27-03-2025,4600,1150,460,0,20,575,6785,560.63,675.63,0,0,0,560.63,6224.37,Bank Transfer,SAR
PAY-001165,EMP-0417,2025-03,27-03-2025,5900,1475,590,0,11.5,424.06,8389.06,719.06,866.56,0,0,0,719.06,7670,Bank Transfer,SAR
PAY-001166,EMP-0420,2025-03,27-03-2025,4700,1175,470,0,0,0,6345,572.81,690.31,0,0,0,572.81,5772.19,Bank Transfer,SAR
PAY-001167,EMP-0421,2025-03,27-03-2025,12150,3038,1200,0,0,0,16388,1480.83,1784.59,0,2400,0,3880.83,12507.17,Bank Transfer,SAR
PAY-001168,EMP-0422,2025-03,27-03-2025,9200,2300,920,0,19,1092.5,13512.5,1121.25,1351.25,0,0,0,1121.25,12391.25,Bank Transfer,SAR
PAY-001169,EMP-0423,2025-03,27-03-2025,10250,2563,1025,1800,22.5,1441.41,17079.41,1249.27,1505.53,0,0,0,1249.27,15830.14,Bank Transfer,SAR
PAY-001170,EMP-0424,2025-03,27-03-2025,17650,4413,1200,0,12,1323.75,24586.75,2151.14,2592.4,1550.87,0,0,3702.01,20884.74,Bank Transfer,SAR
PAY-001171,EMP-0425,2025-03,27-03-2025,5950,1488,595,2150,0,0,10183,0,148.76,0,0,0,0,10183,Bank Transfer,SAR
PAY-001172,EMP-0426,2025-03,27-03-2025,29150,7288,1200,0,0,0,37638,0,728.76,0,0,0,0,37638,Bank Transfer,SAR
PAY-001173,EMP-0427,2025-03,27-03-2025,7750,1938,775,0,0,0,10463,0,193.76,0,0,0,0,10463,Bank Transfer,SAR
PAY-001174,EMP-0428,2025-03,27-03-2025,10850,2713,1085,0,4.5,305.16,14953.16,0,271.26,0,0,0,0,14953.16,Bank Transfer,SAR
PAY-001175,EMP-0429,2025-03,27-03-2025,8300,2075,830,0,0,0,11205,0,207.5,0,0,0,0,11205,Bank Transfer,SAR
PAY-001176,EMP-0430,2025-03,27-03-2025,6400,1600,640,0,19,760,9400,0,160,0,0,0,0,9400,Bank Transfer,SAR
PAY-001177,EMP-0431,2025-03,27-03-2025,8450,2113,845,0,0,0,11408,0,211.26,0,0,0,0,11408,Bank Transfer,SAR
PAY-001178,EMP-0432,2025-03,27-03-2025,8650,2163,865,0,0,0,11678,1054.27,1270.53,0,1650,0,2704.27,8973.73,Bank Transfer,SAR
PAY-001179,EMP-0433,2025-03,27-03-2025,16100,4025,1200,1850,0,0,23175,0,402.5,0,0,0,0,23175,Bank Transfer,SAR
PAY-001180,EMP-0434,2025-03,27-03-2025,12250,3063,1200,0,12,918.75,17431.75,0,306.26,0,0,0,0,17431.75,Bank Transfer,SAR
PAY-001181,EMP-0435,2025-03,27-03-2025,8750,2188,875,0,0,0,11813,1066.46,1285.21,393.77,1350,0,2810.23,9002.77,Bank Transfer,SAR
PAY-001182,EMP-0436,2025-03,27-03-2025,7450,1863,745,0,0,0,10058,0,186.26,0,0,0,0,10058,Bank Transfer,SAR
PAY-001183,EMP-0438,2025-03,27-03-2025,8900,2225,890,0,19.5,1084.69,13099.69,0,222.5,0,1950,0,1950,11149.69,Bank Transfer,SAR
PAY-001184,EMP-0439,2025-03,27-03-2025,6250,1563,625,0,0,0,8438,0,156.26,0,0,0,0,8438,Bank Transfer,SAR
PAY-001185,EMP-0440,2025-03,27-03-2025,6800,1700,680,0,0,0,9180,0,170,0,0,0,0,9180,Bank Transfer,SAR
PAY-001186,EMP-0441,2025-03,27-03-2025,16850,4213,1200,0,5.5,579.22,22842.22,2053.64,2474.9,0,0,0,2053.64,20788.58,Bank Transfer,SAR
PAY-001187,EMP-0442,2025-03,27-03-2025,7800,1950,780,1900,19.5,950.63,13380.63,950.63,1145.63,0,0,0,950.63,12430,Bank Transfer,SAR
PAY-001188,EMP-0443,2025-03,27-03-2025,9850,2463,985,0,3,184.69,13482.69,0,246.26,0,0,0,0,13482.69,Cheque,SAR
PAY-001189,EMP-0444,2025-03,27-03-2025,8500,2125,850,0,0,0,11475,1035.94,1248.44,0,0,0,1035.94,10439.06,Bank Transfer,SAR
PAY-001190,EMP-0445,2025-03,27-03-2025,10900,2725,1090,0,0,0,14715,0,272.5,0,1350,0,1350,13365,Bank Transfer,SAR
PAY-001191,EMP-0446,2025-03,27-03-2025,11600,2900,1160,1000,0,0,16660,1413.75,1703.75,0,0,0,1413.75,15246.25,Bank Transfer,SAR
PAY-001192,EMP-0449,2025-03,27-03-2025,6350,1588,635,0,4,158.75,8731.75,773.96,932.71,0,0,0,773.96,7957.79,Bank Transfer,SAR
PAY-001193,EMP-0450,2025-03,27-03-2025,6050,1513,605,0,0,0,8168,0,151.26,0,0,0,0,8168,Bank Transfer,SAR
PAY-001194,EMP-0451,2025-03,27-03-2025,26850,6713,1200,2300,0,0,37063,0,671.26,0,350,390,740,36323,Bank Transfer,SAR
PAY-001195,EMP-0452,2025-03,27-03-2025,6500,1625,650,0,3,121.88,8896.88,792.19,954.69,0,0,0,792.19,8104.69,Bank Transfer,SAR
PAY-001196,EMP-0453,2025-03,27-03-2025,6300,1575,630,0,20.5,807.19,9312.19,767.81,925.31,0,0,0,767.81,8544.38,Bank Transfer,SAR
PAY-001197,EMP-0454,2025-03,27-03-2025,5300,1325,530,0,0,0,7155,645.94,778.44,0,0,0,645.94,6509.06,Bank Transfer,SAR
PAY-001198,EMP-0455,2025-03,27-03-2025,4800,1200,480,0,0,0,6480,0,120,0,1700,0,1700,4780,Bank Transfer,SAR
PAY-001199,EMP-0457,2025-03,27-03-2025,5050,1263,505,0,0,0,6818,615.52,741.78,0,0,0,615.52,6202.48,Bank Transfer,SAR
PAY-001200,EMP-0458,2025-03,27-03-2025,6100,1525,610,0,0,0,8235,743.44,895.94,0,500,0,1243.44,6991.56,Bank Transfer,SAR
PAY-001201,EMP-0459,2025-03,27-03-2025,6400,1600,640,0,9.5,380,9020,780,940,0,0,0,780,8240,Bank Transfer,SAR
